msg_id,2nd annotation conclusion,2nd annotation score,annotator,annotator's conclusion,user,content,topic,deleted,banned,hour,explication,ton,intention,categorie,labels,toxicite_score,categorie_list,categorie_justification,labels_list,labels_justification,note,note_justification,conclusion
anon_msg_3a4ae4e6a520,oui,1.0,toxic_checking,1.0,anon_user_259498d3f7,"T'as bien feed sale bouffon
T'es pas belge pour rien",anon_topic_6cd2f7c6,1,1,1,"**Sujet du message** : Critique d'un joueur.

**Résumé et explication** : L'auteur reproche à une personne de ne pas bien jouer (expression ""feed"" désignant alimenter l'équipe adverse en points) en l'insultant (""sale bouffon"") et fait référence à la nationalité belge de manière péjorative, suggérant peut-être un préjugé. Niveau de certitude sur les interprétations : élevé.","Tons identifiés : Agressif, Désobligeant, Préjugé.

Justification : Le ton agressif se manifeste par l'insulte ""sale bouffon"" et le reproche direct lié aux performances. Le terme ""bouffon"" et la référence péjorative à la nationalité indiquent un désobligeant. Doutes : le niveau de sarcasme pourrait être présent mais est moins perceptible ici.","1. **Critiquer** (certitude élevée) : L'auteur exprime un mécontentement direct envers les performances du joueur en utilisant le terme ""feed"", indiquant qu'il juge négativement son jeu.

2. **Rabaisser** (certitude élevée) : L'insulte ""sale bouffon"" vise à dévaloriser et humilier la personne ciblée, démontrant une intention de nuire à sa réputation ou son estime personnelle.

3. **Dénoncer** (certitude modérée) : En faisant référence à la nationalité belge de manière péjorative, l'auteur semble dénoncer ce qu'il perçoit comme un stéréotype lié à cette nationalité, bien que cela soit plus assimilable à un préjugé.

4. **Provocation** (certitude modérée) : Le message est conçu pour provoquer une réaction émotionnelle chez le destinataire, suscitant potentiellement la colère ou la défense face à l'insulte et à la critique. 

En résumé, le message combine des intentions de critique, de rabaissement et de provocation, avec un élément de stéréotype national.","Catégories : [""Micro-agression"", ""Inversion toxique""]
Justification : L'auteur utilise une insulte liée à la nationalité pour rabaisser, inversant la perception des Belges de manière stéréotypée.","Labels : S0/H2/V0/R0/A2/I2  
Justification : Le message utilise une insulte et un préjugé lié à la nationalité, ce qui reflète une moquerie méprisante. L'intention est provocatrice mais sans volonté de nuire clairement.","Note : 5/10  
Justification : Le message contient des insultes et un préjugé sur la nationalité, indiquant une dévalorisation et une intention de rabaissement sans incitation directe à la haine.",['Micro-agression' 'Inversion toxique'],"L'auteur utilise une insulte liée à la nationalité pour rabaisser, inversant la perception des Belges de manière stéréotypée.",['S0' 'H2' 'V0' 'R0' 'A2' 'I2'],"Le message utilise une insulte et un préjugé lié à la nationalité, ce qui reflète une moquerie méprisante. L'intention est provocatrice mais sans volonté de nuire clairement.",5.0,"Le message contient des insultes et un préjugé sur la nationalité, indiquant une dévalorisation et une intention de rabaissement sans incitation directe à la haine.",1.0
anon_msg_8ff62c2a889b,oui,1.0,toxic_checking,1.0,anon_user_9eb07a1df3,"bordel mais même nos bots sont grand remplaced par des bots africains, Apres alexia onnva avoir droit à boubakar",anon_topic_bb3c1e80,1,0,9,"**Sujet du message :** Remplacement de bots par des bots africains.

**Sens probable :** L'auteur exprime son mécontentement face à la substitution de leurs bots par d'autres, potentiellement en provenance d'Afrique, en mentionnant des noms comme « Alexia » et « Boubakar » pour illustrer une tendance perçue.

**Clarifications :** 
- ""Bots"" : programmes automatisés utilisés pour diverses tâches en ligne.
- ""Alexia"" et ""Boubakar"" : noms qui suggèrent une diversité culturelle.","Tons perçus : 

1. **Mécontentement** (80%) - L'utilisation d'expressions comme ""bordel"" indique une frustration face au remplacement.
2. **Sceptique** (70%) - Le choix des noms évoque une suspicion ou une critique sur la diversité des bots.
3. **Sarcastique** (60%) - La formulation pourrait suggérer une moquerie sur la situation des bots.

Doutes : Le ton sarcastique est susceptible d'être interprété différemment selon le contexte.","1. **Critiquer (80%)** : L'auteur remet en question le remplacement de leurs bots par des bots africains, illustrant une insatisfaction face à ce changement et impliquant une critique de la décision prise.

2. **Exprimer du mécontentement (90%)** : Le terme ""bordel"" et le ton global du message révèlent une forte frustration quant à la situation, indiquant un besoin de faire entendre son désaccord.

3. **Dénoncer (70%)** : En évoquant les noms ""Alexia"" et ""Boubakar"", l'auteur semble dénoncer une tendance qu'il perçoit comme négative, suggérant un malaise autour de la diversité culturelle dans les bots.

4. **Scepticiser (60%)** : L'emploi de noms spécifiques en lien avec la diversité culturelle et la substitution des bots indique une méfiance quant aux décisions prises, remettant en question la qualité ou la raison de ces changements. 

Ces intentions se complètent pour montrer une réaction globale d'insatisfaction et de suscitation à réfléchir sur la direction des développements technologiques dans ce contexte.","Catégories : [""Évocation d’un propos toxique avec adhésion"", ""Banalisation d’une idée toxique"", ""Micro-agression""]
Justification : L'auteur critique le remplacement perçu par des bots africains, véhiculant des stéréotypes avec mécontentement et sarcasme.","Labels : S0/H2/V0/R0/A2/I2  
Justification : Le message utilise un ton méprisant et stéréotypé sur des bots africains, exprimant un mécontentement et une indignation face à cette diversité culturelle.","Note : 5/10  
Justification : Le message véhicule des préjugés et des stéréotypes sur la diversité culturelle, avec une intention critique et ironique, ce qui le rend problématique sans incitation explicite à la haine.","['Évocation d’un propos toxique avec adhésion'
 'Banalisation d’une idée toxique' 'Micro-agression']","L'auteur critique le remplacement perçu par des bots africains, véhiculant des stéréotypes avec mécontentement et sarcasme.",['S0' 'H2' 'V0' 'R0' 'A2' 'I2'],"Le message utilise un ton méprisant et stéréotypé sur des bots africains, exprimant un mécontentement et une indignation face à cette diversité culturelle.",5.0,"Le message véhicule des préjugés et des stéréotypes sur la diversité culturelle, avec une intention critique et ironique, ce qui le rend problématique sans incitation explicite à la haine.",1.0
anon_msg_8f68466de4fd,oui,1.0,toxic_checking,1.0,anon_user_1d44524d69,"les femmes sont dégeulasses, indigne de la maternité",anon_topic_50b79514,1,0,12,"**Sujet du message** : Opinion sur les femmes et la maternité.

**Sens probable** : L'auteur exprime un jugement très négatif sur les femmes, les qualifiant de ""dégoûtantes"" et estimant qu'elles ne méritent pas d'être mères. 

**Termes ambigus** : ""Dégoûtantes"" et ""indigne"" sont des termes fortement péjoratifs qui reflètent une opinion extrême.","Tons perçus : Péjoratif (très fort), Méprisant, Jugement moral.

Justification : L'auteur utilise des termes dévalorisants (""dégoûtantes"", ""indigne""), reflétant un jugement extrême et négatif sur les femmes. Certitude élevée, peu de doutes.","1. **Critiquer** : L'auteur porte un jugement négatif sur les femmes, en les qualifiant de ""dégoûtantes"" et ""indignes"", exprimant ainsi une volonté de dénigrer leur valeur.

2. **Dénoncer** : L'auteur semble dénoncer un comportement ou une condition perçue chez les femmes, en suggérant qu'elles ne sont pas appropriées pour la maternité.

3. **Choquer** : Les termes utilisés sont provocateurs et extrêmes, visant clairement à susciter une réaction émotionnelle forte chez le lecteur.

Certitude : Élevée sur toutes les intentions, car le ton péjoratif et les choix lexicaux dirigent clairement vers ces objectifs.","Catégories : [""Adhésion explicite à une idée toxique""]
Justification : Message très péjoratif exprimant un jugement haineux et dégradant à l’encontre des femmes.","Labels : S0/H3/V0/R0/A2/I3  
Justification : Le message dégage une haine explicite envers les femmes, les qualifiant de ""dégoûtantes"" et ""indignes"", avec une volonté claire de nuire à leur valeur et image.","Note : 8/10  
Justification : Jugement haineux et dégradant envers les femmes, déshumanisation implicite, volonté de nuire claire, mais sans incitation directe à la violence ou au harcèlement explicite.",[],Message très péjoratif exprimant un jugement haineux et dégradant à l’encontre des femmes.,['S0' 'H3' 'V0' 'R0' 'A2' 'I3'],"Le message dégage une haine explicite envers les femmes, les qualifiant de ""dégoûtantes"" et ""indignes"", avec une volonté claire de nuire à leur valeur et image.",8.0,"Jugement haineux et dégradant envers les femmes, déshumanisation implicite, volonté de nuire claire, mais sans incitation directe à la violence ou au harcèlement explicite.",1.0
anon_msg_587608ca15df,oui,1.0,toxic_checking,1.0,anon_user_3d46a3ec39,"On est en 2025, on devrait pouvoir chier allègrement sur les religions sans risquer un coup de couteau derrière.",anon_topic_54546eb1,1,0,13,"**Sujet du message** : Liberté d'expression vis-à-vis des religions.

**Sens probable** : L'auteur exprime le souhait qu'en 2025, il soit possible de critiquer les religions sans craindre de représailles violentes.

**Éclaircissement** : L'expression « chier allègrement sur les religions » signifie critiquer ou se moquer des religions, et le « coup de couteau » évoque une menace violente. Niveau de certitude : élevé.","Tons identifiés : 

1. **Provocateur** (certitude élevée) : L'auteur utilise un langage familier et cru pour susciter une réaction.
2. **Critique** (certitude élevée) : Le message remet en question l'état actuel de la liberté d'expression envers les religions.
3. **Pessimiste** (certitude modérée) : L'mention des ""représailles violentes"" sous-entend une vision sombre de la réalité actuelle.

L'analyse révèle un mélange de tons engagé et alarmant.","**Intentions principales du message** :

1. **Critiquer** (certitude élevée) : L'auteur se positionne contre les restrictions de la liberté d'expression concernant les religions, désignant une situation jugée insatisfaisante.

2. **Dénoncer** (certitude élevée) : À travers l'usage du terme ""coup de couteau"", il met en lumière la violence potentielle en réponse aux critiques de la religion, dénonçant ainsi un climat de peur.

3. **Provocateur** (certitude élevée) : Le langage cru et informel de l'expression ""chier allègrement"" cherche à provoquer une réaction forte, indiquant une intention de secouer les consciences.

4. **Aspirer** (certitude modérée) : En mentionnant l'année 2025, l'auteur exprime une aspiration vers un avenir où la critique des religions serait sans danger, ce qui reflète un souhait de progrès social. 

Ces intentions montrent une volonté d'engagement sur la question de la liberté d'expression tout en soulignant les dangers actuels associés à celle-ci.","Catégories : [""Critique explicite d’une idée toxique"", ""Évocation d’un propos toxique sans adhésion""]
Justification : Le message critique la violence en réponse aux critiques religieuses, sans approuver l'agression.","Labels : S2/H2/V2/R0/A1/I2  
Justification : Le message critique les religions avec provocation, évoque des représailles violentes sans validation de celles-ci, et utilise un langage familier, mais ne cherche pas à nuire.","Note : 5/10  
Justification : Le message critique la religion avec provocation et mentionne des représailles violentes, ce qui le rend polémique sans en inciter à la haine.","['Critique explicite d’une idée toxique'
 'Évocation d’un propos toxique sans adhésion']","Le message critique la violence en réponse aux critiques religieuses, sans approuver l'agression.",['S2' 'H2' 'V2' 'R0' 'A1' 'I2'],"Le message critique les religions avec provocation, évoque des représailles violentes sans validation de celles-ci, et utilise un langage familier, mais ne cherche pas à nuire.",5.0,"Le message critique la religion avec provocation et mentionne des représailles violentes, ce qui le rend polémique sans en inciter à la haine.",1.0
anon_msg_00666326ab2d,oui,1.0,toxic_checking,1.0,anon_user_52507e4c99,"Bon a+ les muzz, vos frères se font sodom et vous vous resterez rager derrière vos écrans",anon_topic_dad5272d,1,0,1,"**Sujet du message** : Attaque adressée à un groupe identifié comme « muzz », terme péjoratif pour désigner des musulmans.

**Sens probable** : L'auteur se moque de l'inactivité ou de l'impuissance de ce groupe face à des actions violentes subies par ses membres.

**Éclaircissements** : « Muzz » est un argot désignant des musulmans. « Sodom » fait référence à une violence ou un abus, mais n'est pas précisé ici. Niveau de certitude : élevé sur les définitions.","Les tons présents sont :

1. **Provocateur** : L'auteur cherche à provoquer une réaction en utilisant des termes offensants (« muzz », « sodom »).
2. **Moqueur** : Il se moque de l'inaction du groupe ciblé, insinuant qu'ils restent impuissants derrière leurs écrans.
3. **Apathique** : L’utilisation d’un langage désinvolte peut indiquer une indifférence face à la souffrance des membres évoqués.

Certitude : Élevée pour le ton provoquant et moqueur ; modérée pour l'apathie.","1. **Critiquer** : L'auteur critique l'inaction du groupe qu'il désigne par « muzz », insinuant qu'ils se contentent de rester derrière leurs écrans alors que leurs « frères » subissent des abus.

2. **Provocation** : Utilisation de termes offensants pour inciter à une réaction émotionnelle, en visant spécifiquement les membres d'une communauté religieuse, augmentant la polarisation.

3. **Rabaisser** : L'emploi du terme « muzz » et la moquerie à l'égard de leur inaction indiquent une volonté de dévaloriser le groupe, en le présentant comme faible ou impuissant.

Certitude : Élevée pour critiquer et provoquer ; modérée pour rabaisser, en raison de la connotation d'indifférence sous-jacente.","Catégories : [""Micro-agression"", ""Banalisation d’une idée toxique""]
Justification : Moquerie condescendante stigmatisant un groupe et banalisation de violence subie sans empathie.","S2/H2/V1/R0/A2/I2  
Le message utilise un langage offensant et moqueur envers un groupe, évoque une violence sans description graphique mais en l'associant à une attitude méprisante, avec une critique identitaire implicite.","Note : 7/10  
Justification : Message provocateur et moqueur, dévalorisation d'un groupe religieux, banalisation de la violence, intention nuisible, ce qui en fait un discours de haine.",['Micro-agression' 'Banalisation d’une idée toxique'],Moquerie condescendante stigmatisant un groupe et banalisation de violence subie sans empathie.,['S2' 'H2' 'V1' 'R0' 'A2' 'I2'],"Le message utilise un langage offensant et moqueur envers un groupe, évoque une violence sans description graphique mais en l'associant à une attitude méprisante, avec une critique identitaire implicite.",7.0,"Message provocateur et moqueur, dévalorisation d'un groupe religieux, banalisation de la violence, intention nuisible, ce qui en fait un discours de haine.",1.0
anon_msg_6ec2ec534593,oui,1.0,toxic_checking,1.0,anon_user_84499fcc5c,"Bordel mais c'est ce super CUCK de Malhuret, sale fiottasse du Sénat",anon_topic_ec033bc0,1,1,10,"**Sujet du message** : Critique d'une personne politique, Malhuret.

**Sens probable** : L'auteur exprime un fort mécontentement envers Malhuret, un sénateur, en utilisant des termes péjoratifs. ""CUCK"" fait référence à un homme perçu comme faible, tandis que ""fiottasse"" désigne une personne jugée peu virile. 

Niveau de certitude : Élevé sur la signification des termes.","Tons perçus : 

1. **Aggressif** (certitude élevée) : Le langage vulgaire et les insultes montrent une hostilité claire envers Malhuret.
2. **Méprisant** (certitude élevée) : L’emploi de termes péjoratifs suggère un dédain fort envers la personne critiquée.
3. **Provocateur** (certitude modérée) : L’utilisation de mots chargés émotionnellement peut viser à choquer ou à susciter une réaction. 

Doutes sur l'interprétation des motivations derrière le ton.","1. **Critiquer** (certitude élevée) : L'auteur dénonce avec virulence les actions ou le caractère de Malhuret, exprimant un mécontentement fort qui se traduit par des insultes.

2. **Rabaisser** (certitude élevée) : Les termes dégradants comme ""CUCK"" et ""fiottasse"" visent à diminuer la stature et la virilité de Malhuret, renforçant un sentiment de mépris.

3. **Choquer** (certitude modérée) : L'emploi d'un langage vulgaire et provocateur peut être une stratégie pour attirer l'attention et susciter des réactions émotionnelles, bien que cela reste secondaire. 

Ces intentions révèlent un fort désaccord avec l'individu visé et une volonté d'affirmer une position de supériorité morale ou intellectuelle.","Catégories : [""Critique explicite d’une idée toxique"", ""Inversion toxique""]
Justification : L'auteur critique Malhuret avec une forte hostilité, inversant les valeurs de virilité pour rabaisser l'individu.","S2/H2/V0/R0/A3/I2  
Ce message contient un langage vulgaire et des insultes visant une personne spécifique, avec des termes péjoratifs. Il présente une opposition méprisante et dévalorisante sans référence explicite à une idéologie ou identité protégée.","Note : 7/10  
Justification : Le message contient des insultes dégradantes et une hostilité forte, ce qui le rend clairement toxique.",['Critique explicite d’une idée toxique' 'Inversion toxique'],"L'auteur critique Malhuret avec une forte hostilité, inversant les valeurs de virilité pour rabaisser l'individu.",['S2' 'H2' 'V0' 'R0' 'A3' 'I2'],"Ce message contient un langage vulgaire et des insultes visant une personne spécifique, avec des termes péjoratifs. Il présente une opposition méprisante et dévalorisante sans référence explicite à une idéologie ou identité protégée.",7.0,"Le message contient des insultes dégradantes et une hostilité forte, ce qui le rend clairement toxique.",1.0
anon_msg_058d4d861b9c,oui,1.0,toxic_checking,1.0,anon_user_0e8faac55a,Je plus ma vite et je la mets dans mon cul puis je pisse,anon_topic_e0f552c6,1,1,13,"**Sujet du message :** Comportement ou action bizarre.

**Résumé :** L’auteur décrit une action inappropriée et dégradante impliquant un objet et une partie de son corps. 

**Sens probable :** Le message pourrait refléter un humoriste ou un provocateur, mais le contenu est vulgaire et absurde. Niveau de certitude sur l’intention : modéré.","Tons perçus : Provocateur, Vulgaire, Absurde. 

Justification : Le propos délibérément choquant et l'humour grotesque indiquent un ton provocateur. La vulgarité du langage renforce ce caractère. Cependant, la nature absurde laisse place à l’interprétation. Doute sur une intention humoristique réelle.","Intentions principales du message :

1. **Provoquer** (certitude élevée) : Le ton volontairement vulgaire, choquant et absurde vise à susciter une réaction forte ou à briser les tabous.

2. **Choquer** (certitude élevée) : L’usage d’une imagerie corporelle dégradante et la crudité du langage cherchent clairement à heurter ou déstabiliser le lecteur.

3. **Humour absurde ou provocateur** (certitude modérée) : La formulation incohérente et grotesque peut relever d’un humour voulu, même s’il est difficile d’en garantir la sincérité.

4. **Exprimer une forme de transgression ou d’ironie** (certitude modérée) : Le message peut être une manière de défier les normes sociales ou linguistiques par la dérision.

En résumé, le message cherche d’abord à choquer et provoquer par la vulgarité et l’absurdité, avec une possible intention humoristique provocante mais incertaine.","Catégories : [""Humour à double lecture"", ""Évocation ambiguë d’un propos toxique""]
Justification : Le message utilise l’absurde de manière provocante, mais laisse indéterminé l'intention réelle derrière la vulgarité.","Labels : S1/H0/V0/R0/A1/I2  
Justification : Le message contient une référence sexuelle vulgaire mais non explicite, sans haine ni violence, avec un ton provocateur et ambigu sans volonté clairement hostile.","Note : 4/10  
Justification : Le message est provocateur et vulgaire, avec une moquerie appuyée, mais reste dans un registre d'humour absurde sans incitation claire à la haine.",['Humour à double lecture' 'Évocation ambiguë d’un propos toxique'],"Le message utilise l’absurde de manière provocante, mais laisse indéterminé l'intention réelle derrière la vulgarité.",['S1' 'H0' 'V0' 'R0' 'A1' 'I2'],"Le message contient une référence sexuelle vulgaire mais non explicite, sans haine ni violence, avec un ton provocateur et ambigu sans volonté clairement hostile.",4.0,"Le message est provocateur et vulgaire, avec une moquerie appuyée, mais reste dans un registre d'humour absurde sans incitation claire à la haine.",1.0
anon_msg_89e371d07f75,oui,1.0,toxic_checking,1.0,anon_user_e31775d1de,Elle veut son esclave handicapé nègre pour assouvir ses fantasmes de domination,anon_topic_14b33beb,1,1,9,"**Sujet du message** : Une personne exprime une préférence ou un désir pour un partenaire soumis ayant un handicap et appartenant à une minorité raciale. 

**Sens probable** : Ce message évoque des fantasmes de domination, en utilisant des termes offensants pour décrire les identités des personnes concernées. 

*Termes explicites* : ""esclave"" renvoie à des dynamiques de pouvoir, ""handicapé"" désigne une personne ayant une limitation physique ou mentale, et ""nègre"" est un terme raciste désignant une personne noire. Certitude sur ces définitions : élevée.","Tons identifiés : 

1. **Provocateur** (certitude élevée) : Le message utilise des termes choquants pour susciter une réaction, mettant en avant des fantasmes controversés.
  
2. **Dégradant** (certitude élevée) : L'utilisation de mots offensants dévalorise les identités des personnes mentionnées.

3. **Sombre** (certitude moyenne) : Les thèmes de domination et de soumission évoquent une atmosphère de violence ou de souffrance.

Doutes : L'intention exacte de l'auteur n'est pas claire, ce qui pourrait influencer la perception des tons.","**Intentions identifiées** :

1. **Provocation** (certitude élevée) : Le message utilise des mots extrêmes pour choquer et susciter une réaction émotionnelle forte chez le lecteur. 

2. **Dénonciation** (certitude moyenne) : En évoquant des fantasmes de domination ancrés dans des stéréotypes raciaux et liés à des conditions de handicap, le message pourrait critiquer des dynamiques de pouvoir sociétales. 

3. **Dégradation** (certitude élevée) : Les termes employés dévalorisent et stigmatisent les identités raciales et les personnes en situation de handicap, renforçant des stéréotypes négatifs.

4. **Sensibilisation à des problématiques de contrôle** (certitude faible) : En exposant ces fantasmes, l'auteur pourrait chercher à mettre en lumière des questions de pouvoir et d'objectification dans les relations intimes.

Chacune de ces intentions découle de l'analyse du contenu et du ton du message, qui évoquent des thèmes forts et controversés.","Catégories : [""Évocation d’un propos toxique avec adhésion"", ""Inversion toxique"", ""Toxicité visuelle""]
Justification : Le message présente des fantasmes de domination en dévalorisant des identités, tout en utilisant un langage offensant et choquant.","Labels : S2/H3/V0/R0/A3/I2  
Justification : Le message utilise des termes érotiques et dégradants, véhiculant une haine explicite par son utilisation d'un langage raciste et dévalorisant, tout en étant provocateur.","Note : 9/10  
Justification : Usage de langage raciste, dégradant et à connotation sexuelle explicite, provoquant une forte haine et déshumanisation, avec une intention claire de choquer.","['Évocation d’un propos toxique avec adhésion' 'Inversion toxique'
 'Toxicité visuelle']","Le message présente des fantasmes de domination en dévalorisant des identités, tout en utilisant un langage offensant et choquant.",['S2' 'H3' 'V0' 'R0' 'A3' 'I2'],"Le message utilise des termes érotiques et dégradants, véhiculant une haine explicite par son utilisation d'un langage raciste et dévalorisant, tout en étant provocateur.",9.0,"Usage de langage raciste, dégradant et à connotation sexuelle explicite, provoquant une forte haine et déshumanisation, avec une intention claire de choquer.",1.0
anon_msg_d36a71f74dbd,oui,1.0,toxic_checking,1.0,anon_user_d94b94d4c2,tu arrives a faire rentrer ta mains dans ton anus?,anon_topic_1a208590,1,0,11,"**Sujet du message** : Question sur la possibilité d'insérer une main dans l'anus.

**Sens probable** : L'auteur s'interroge sur la capacité physique d'une personne à réaliser cette action, ce qui peut évoquer un sujet tabou ou provocateur. 

Aucun terme ambigu dans le message.","Tons identifiés :

1. **Provocateur** (certitude élevée) : La question traite d'un sujet tabou et cherche à choquer ou susciter une réaction.
2. **Moqueur** (certitude modérée) : Le ton pourrait également refléter une forme de dérision ou de ridiculisation envers l'autre personne. 

Doutes : Aucune ambiguïté dans le message, mais l’intention précise de l’auteur reste incertaine.","Intentions principales du message :

1. **Provoquer / Choquer** (certitude élevée) : Le message aborde un sujet tabou et personnel, vraisemblablement pour déstabiliser ou surprendre le destinataire.

2. **Moquer / Ridiculiser** (certitude modérée) : L'utilisation d'une question absurde ou invraisemblable peut viser à ridiculiser implicitement la personne ciblée.

Justification : La question hors norme sur un acte intime peu commun, posée sans contexte, suggère une volonté claire de provoquer une réaction, avec une légère connotation moqueuse par le caractère inapproprié.","Catégories : [""Humour à double lecture"", ""Reformulation toxique indirecte (strawman)""]
Justification : Question provocante suggestive et potentiellement moqueuse, évoquant une taquinerie ou une attaque déguisée.","Labels : S1/H0/V0/R1/A1/I2  
Justification : Question à connotation sexuelle neutre, ton provocateur avec moquerie légère, sans discours haineux ni violence explicite, et intention ambiguë entre choc et dérision.","Note : 4/10  
Justification : Le message est provocateur et moqueur, avec une connotation suggestive. Bien qu'il n'incite pas à la haine, il est potentiellement blessant et dévalorisant.",['Humour à double lecture' 'Reformulation toxique indirecte (strawman)'],"Question provocante suggestive et potentiellement moqueuse, évoquant une taquinerie ou une attaque déguisée.",['S1' 'H0' 'V0' 'R1' 'A1' 'I2'],"Question à connotation sexuelle neutre, ton provocateur avec moquerie légère, sans discours haineux ni violence explicite, et intention ambiguë entre choc et dérision.",4.0,"Le message est provocateur et moqueur, avec une connotation suggestive. Bien qu'il n'incite pas à la haine, il est potentiellement blessant et dévalorisant.",1.0
anon_msg_b112930b3519,oui,1.0,toxic_checking,1.0,anon_user_430e1564dc,"La seule chose que t'as prise c'est ta bouteille de pisse pour te désaltérer cradolin
:ok:",anon_topic_0a9ffdd8,0,0,8,"**Sujet du message** : L'objet d'une moquerie ou d'une critique.

**Sens probable** : L'auteur reproche à une personne d'avoir emporté uniquement une bouteille d'urine pour s'hydrater, ce qui est considéré comme dégoûtant. 

*Note : ""cradolin"" semble être un terme péjoratif désignant une personne peu soignée, mais le niveau de certitude est modéré.*","Tons identifiés : Moqueur, Sarcastique, Péjoratif.

Justification : Le message se moque ouvertement d'une personne, mentionnant un objet dégoûtant et utilisant un terme péjoratif. Le ton est clairement moqueur, avec un sous-texte sarcastique. Certitude élevée, mais ""cradolin"" peut prêter à interprétation.","**Intentions identifiées :**

1. **Moquer** :
   - **Justification** : Le message ridiculise une personne en se moquant de son choix de boisson, le qualifiant de dégoûtant. Le ton moqueur est évident, renforcé par le terme péjoratif ""cradolin"". Certitude élevée.

2. **Critiquer** :
   - **Justification** : L'auteur exprime un désaccord avec l'action de la personne, en soulignant l'absurdité et l'inadéquation de sa décision. Cette critique est véhiculée par le commentaire sur la bouteille. Certitude élevée.

3. **Rabaisser** :
   - **Justification** : En utilisant un terme dévalorisant et en se moquant, l'auteur cherche à diminuer la valeur ou l'estime de la personne visée, suggérant qu'elle se comporte de manière inappropriée. Certitude modérée.

Dans l'ensemble, ces intentions s'inscrivent dans un contexte de dédain et de jugement, visant à ridiculiser et à dévaloriser la personne mentionnée.","Catégories : [""Répetition indirecte ou moquerie passive"", ""Micro-agression""]
Justification : Le message se moque de l'individu avec un terme péjoratif, véhiculant une forme de dédain.","Labels : S0/H2/V0/R0/A2/I2  
Justification : Le message utilise un terme péjoratif et un ton moqueur, se moquant d'une personne sans volonté manifeste de nuire, mais avec un sarcasme évident.","Note : 5/10  
Justification : Moquerie et sarcasme clairs avec une intention de dévaloriser la personne, même sans violence explicite ni haine manifeste.",['Micro-agression'],"Le message se moque de l'individu avec un terme péjoratif, véhiculant une forme de dédain.",['S0' 'H2' 'V0' 'R0' 'A2' 'I2'],"Le message utilise un terme péjoratif et un ton moqueur, se moquant d'une personne sans volonté manifeste de nuire, mais avec un sarcasme évident.",5.0,"Moquerie et sarcasme clairs avec une intention de dévaloriser la personne, même sans violence explicite ni haine manifeste.",1.0
anon_msg_dab8a80ef268,oui,1.0,toxic_checking,1.0,anon_user_0853a6c561,j'ai appris comment désosser quelqu'un de A à Z sans une once de vergogne,anon_topic_93ee2a0c,1,0,0,"- **Sujet du message** : Technique de désossage.
- **Sens probable** : L’auteur exprime avoir acquis des compétences pour désosser totalement un individu, sans ressentir de honte ou de remords. 

**Termes spécifiques** : ""désosser"" peut se référer au découpage de viande, mais dans ce contexte, il semble l’utiliser de manière figurative. Certitude sur le sens figuratif : élevée.","Tons identifiés : Sarcastique, Provocateur, Sombre.

Justification : L'expression ""désosser quelqu'un de A à Z"" suggère un discours violent ou cynique. Le manque de vergogne accentue le ton provocateur. Il y a une certaine ironie dans l'évoquer sans honte. Doute sur l'intention réelle de l'auteur : si figuratif ou littéral.","1. **Dénoncer** : L'auteur semble dénoncer une certaine brutalité ou cynisme en prenant le terme ""désosser"" au sens figuré, illustrant ainsi une critique de comportements immoraux.

2. **Choquer** : L'utilisation d'un langage violent et provocateur a pour but de choquer le lecteur, suscitant une réaction émotionnelle forte face à la description de cette compétence.

3. **Critiquer** : Le message peut critiquer la normalisation de comportements déshumanisants ou l'absence de conscience morale, ce qui est souligné par l'absence de vergogne.

4. **Provoker** : En utilisant une expression controversée et ambiguë, l'auteur cherche à provoquer une réflexion ou un débat autour de la moralité et de l'éthique dans les interactions humaines. 

Ces intentions sont interconnectées ; l'auteur semble vouloir à la fois susciter une réaction et inviter à une réflexion critique sur des thèmes sombres.","Catégories : [""Critique explicite d’une idée toxique"", ""Évocation d’un propos toxique sans adhésion""]
Justification : Le message utilise un langage violent pour critiquer la brutalité sans vergogne, sans l’approuver.","Labels : S0/H0/V1/R0/A2/I2  
Justification : La phrase utilise une métaphore violente sans contenu sexuel ni haineux, avec un ton provocateur et une intention ambiguë de choquer plutôt que de nuire clairement.","Note : 5/10  
Justification : Le message évoque la violence de manière provocante et cynique sans incitation directe à la haine, mais avec des implications dégradantes et une intention de choquer.","['Critique explicite d’une idée toxique'
 'Évocation d’un propos toxique sans adhésion']","Le message utilise un langage violent pour critiquer la brutalité sans vergogne, sans l’approuver.",['S0' 'H0' 'V1' 'R0' 'A2' 'I2'],"La phrase utilise une métaphore violente sans contenu sexuel ni haineux, avec un ton provocateur et une intention ambiguë de choquer plutôt que de nuire clairement.",5.0,"Le message évoque la violence de manière provocante et cynique sans incitation directe à la haine, mais avec des implications dégradantes et une intention de choquer.",1.0
